count	timestamp	uniques
10	2018-06-28	2
24	2018-07-02	4
3	2018-07-03	1
10	2018-07-05	2
5	2018-07-06	1
6	2018-07-09	1
5	2018-07-10	3
3	2018-07-12	1
1	2018-07-13	1
15	2018-07-16	2
16	2018-07-17	3
5	2018-07-18	1
8	2018-07-19	1
12	2018-07-21	1
1	2018-07-24	1
