count	timestamp	uniques
3	2018-06-26	1
2	2018-06-27	1
16	2018-06-29	1
1	2018-07-03	1
1	2018-07-04	1
1	2018-07-05	1
3	2018-07-09	1
1	2018-07-10	1
4	2018-07-16	3
5	2018-07-17	2
1	2018-07-23	1
