count	timestamp	uniques
1	2018-06-26	1
1	2018-06-27	1
1	2018-06-28	1
1	2018-06-30	1
1	2018-07-02	1
2	2018-07-03	2
2	2018-07-04	2
2	2018-07-05	2
2	2018-07-06	2
1	2018-07-09	1
1	2018-07-12	1
3	2018-07-13	3
1	2018-07-14	1
2	2018-07-15	2
1	2018-07-16	1
3	2018-07-18	1
7	2018-07-19	6
2	2018-07-20	2
3	2018-07-23	2
