count	timestamp	uniques
8	2018-06-27	2
4	2018-06-28	3
34	2018-06-29	3
3	2018-06-30	1
9	2018-07-01	2
10	2018-07-02	4
3	2018-07-03	2
18	2018-07-04	3
1	2018-07-05	1
3	2018-07-06	2
3	2018-07-07	2
21	2018-07-08	2
5	2018-07-09	1
1	2018-07-10	1
4	2018-07-11	2
14	2018-07-12	3
5	2018-07-13	2
1	2018-07-15	1
2	2018-07-16	2
9	2018-07-17	3
19	2018-07-18	3
8	2018-07-19	2
2	2018-07-20	1
4	2018-07-22	2
5	2018-07-23	4
18	2018-07-24	5
