count	timestamp	uniques
2	2018-06-26	2
15	2018-06-27	3
12	2018-06-28	2
3	2018-06-29	1
2	2018-07-03	1
1	2018-07-04	1
8	2018-07-05	1
7	2018-07-06	1
1	2018-07-07	1
1	2018-07-08	1
17	2018-07-09	2
1	2018-07-16	1
5	2018-07-17	1
26	2018-07-18	3
10	2018-07-19	3
6	2018-07-23	2
2	2018-07-24	1
